一级分类,二级分类,品名,最低价,平均价,最高价,规格,产地,单位,发布日期
水果,芒果类,鹰嘴芒果,6.0,6.25,6.5,,,斤,2022-08-26 00:00:00
水果,芒果类,青皮芒果,5.5,6.0,6.5,,,斤,2022-08-26 00:00:00
水果,芒果类,象牙芒果,4.5,5.0,5.5,,,斤,2022-08-26 00:00:00
水果,芒果类,凯特,4.0,4.75,5.5,,,斤,2022-08-26 00:00:00
水果,芒果类,热龙,6.5,7.0,7.5,,,斤,2022-08-26 00:00:00
水果,芒果类,澳芒,6.0,7.0,8.0,新世纪\肯特,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,白条猪,14.0,14.0,14.0,瘦,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,白条猪,12.75,12.75,12.75,肥,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,前臀尖,13.0,13.25,13.5,瘦,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,前臀尖,12.0,12.5,13.0,肥,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,后臀尖,13.0,13.25,13.5,瘦,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,后臀尖,12.0,12.5,13.0,肥,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,五花肉,16.0,16.5,17.0,瘦,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,五花肉,15.0,15.5,16.0,肥,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,五花头,12.0,12.75,13.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,纯通脊,16.0,16.25,16.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,通脊,12.0,12.75,13.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,小里脊,16.0,16.5,17.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,梅花肉,15.5,16.0,16.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,纯瘦肉,14.0,14.25,14.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,护心肉,17.0,17.0,17.0,鲜,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,前肘,11.5,12.25,13.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,后肘（带骨）,8.5,9.25,10.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,后肘（去骨）,11.5,12.0,12.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪尾巴,40.0,42.5,45.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪蹄,22.0,22.5,23.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,纯排骨,26.0,26.5,27.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,纯腔骨,9.0,10.0,11.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,腔排骨,17.0,17.5,18.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,梅花骨,12.0,12.5,13.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,棒骨,9.0,10.0,11.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪头,11.5,11.5,11.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪口条,17.5,17.5,17.5,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪耳,27.0,27.5,28.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪脑,25.0,26.5,28.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪肚,24.0,25.0,26.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪板油,7.0,7.5,8.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,肥膘肉,6.0,6.5,7.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪腰子,28.0,28.0,28.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪心,11.0,11.0,11.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪肝,7.0,7.0,7.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪肺,4.0,4.0,4.0,,,个,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪皮,4.0,5.0,6.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪肠头,20.0,20.0,20.0,,,斤,2022-08-26 00:00:00
肉禽蛋,猪肉类,猪肠,19.0,19.0,19.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,整牛,32.75,32.75,32.75,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛前腱,37.0,37.5,38.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛后腱,37.0,37.5,38.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛前腿,34.0,34.0,34.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛后腿,35.0,35.0,35.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛腰窝,34.0,34.5,35.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,肥牛,30.0,32.5,35.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛柳,37.0,37.0,37.0,里脊,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,精牛柳,39.0,39.5,40.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛腩,34.0,34.5,35.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛林,34.0,34.5,35.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛油,5.0,5.0,5.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛金钱腱,50.0,50.0,50.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛筋头巴脑,30.0,30.0,30.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛宝,18.0,18.0,18.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛鞭,55.0,57.5,60.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛油,5.0,5.0,5.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛心,12.0,12.0,12.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛舌,45.0,45.0,45.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛骨,4.5,4.5,4.5,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛排骨,30.0,31.0,32.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛蹄筋,28.0,28.0,28.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛板筋,35.0,35.0,35.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛心管,60.0,60.0,60.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛肚,18.0,19.0,20.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛腰子,12.0,12.0,12.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛尾,28.0,30.0,32.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛百叶,45.0,45.0,45.0,,,斤,2022-08-26 00:00:00
肉禽蛋,牛肉类,牛上脑,34.0,34.0,34.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,整羊,25.5,25.5,25.5,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,去骨羊前腿,33.0,33.5,34.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,去骨羊后腿,35.0,35.5,36.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊腰窝,32.0,32.5,33.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊肉片,32.0,35.0,38.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊腰子,15.0,15.0,15.0,挂油,,个,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊蝎子,14.0,14.5,15.0,普通,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊蝎子,24.0,25.0,26.0,精品,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊排骨,26.0,26.5,27.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊尾巴油,7.0,7.5,8.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊小腿,22.0,22.0,22.0,羊棒,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊腱子肉,36.0,36.0,36.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊蹄,16.0,16.0,16.0,水褪,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊肝,6.0,6.5,7.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊心,15.0,15.5,16.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊肠,13.0,13.0,13.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊肚,17.0,17.5,18.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊上脑,34.0,34.5,35.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊骨头,10.0,10.0,10.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊腩,25.0,25.5,26.0,,,斤,2022-08-26 00:00:00
肉禽蛋,羊肉类,羊里脊,33.0,33.5,34.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,11.5,11.5,11.5,干净膛,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,10.5,10.75,11.0,净膛,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,仔鸡,8.5,8.65,8.8,净膛,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,肉鸡,7.5,7.65,7.8,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡胸,7.5,7.65,7.8,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡翅,12.0,12.0,12.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡翅尖,7.5,7.5,7.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡翅根,9.0,9.0,9.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡边腿,7.0,7.1,7.2,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡排腿,8.0,8.1,8.2,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡琵琶腿,8.5,8.5,8.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡胗,15.0,16.5,18.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡爪,23.0,23.0,23.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡心,6.3,6.4,6.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡肝,3.0,3.0,3.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,去皮,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡头,3.0,3.25,3.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡油,5.5,5.5,5.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸡架子,3.5,3.5,3.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,白条乌鸡,12.0,12.0,12.0,净膛,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,黑爪公鸡,14.0,14.25,14.5,净膛,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,白条湖鸭,7.5,7.5,7.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸭腿,7.0,7.0,7.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,245.0,247.5,250.0,,,箱,2022-08-26 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,5.57,5.63,5.68,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,散鸡蛋,6.0,6.0,6.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,生鸭蛋,8.0,8.25,8.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,熟鸭蛋,8.3,8.8,9.3,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,松花蛋,7.0,8.0,9.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鹅蛋,14.0,15.0,16.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鹌鹑蛋,8.5,8.75,9.0,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,柴鸡蛋,5.6,7.1,8.6,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,乌鸡蛋,8.0,8.25,8.5,,,斤,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸵鸟蛋,80.0,85.0,90.0,,,个,2022-08-26 00:00:00
肉禽蛋,禽蛋类,鸽子蛋,3.3,3.3,3.3,,,个,2022-08-26 00:00:00
水产,淡水鱼,鲤鱼,6.0,6.25,6.5,750g-1000g,,斤,2022-08-26 00:00:00
水产,淡水鱼,鲤鱼,6.0,6.25,6.5,>1000g,,斤,2022-08-26 00:00:00
水产,淡水鱼,草鱼,8.0,8.25,8.5,750g-1000g,,斤,2022-08-26 00:00:00
水产,淡水鱼,草鱼,8.0,8.25,8.5,1500g左右,,斤,2022-08-26 00:00:00
水产,淡水鱼,鲫鱼,10.0,10.5,11.0,100g-150g,,斤,2022-08-26 00:00:00
水产,淡水鱼,鲫鱼,11.0,11.25,11.5,200g-250g,,斤,2022-08-26 00:00:00
水产,淡水鱼,鲫鱼,12.0,12.0,12.0,350g-400g,,斤,2022-08-26 00:00:00
水产,淡水鱼,胖头鱼,10.0,10.5,11.0,>2000g,,斤,2022-08-26 00:00:00
水产,淡水鱼,胖头鱼,9.0,9.5,10.0,<2000g,,斤,2022-08-26 00:00:00
水产,淡水鱼,武昌鱼,13.0,13.0,13.0,700g左右,,斤,2022-08-26 00:00:00
水产,淡水鱼,鲢鱼,4.0,4.5,5.0,>1500g,,斤,2022-08-26 00:00:00
水产,淡水鱼,鲢鱼,3.5,3.75,4.0,1000-1500g,,斤,2022-08-26 00:00:00
水产,淡水鱼,鲶鱼,6.0,6.0,6.0,养殖,,斤,2022-08-26 00:00:00
水产,淡水鱼,松花鱼,13.0,13.0,13.0,养殖,,斤,2022-08-26 00:00:00
水产,淡水鱼,黑鱼,11.5,12.5,13.5,<1500g,,斤,2022-08-26 00:00:00
水产,淡水鱼,黑鱼,15.0,15.0,15.0,>1500g,,斤,2022-08-26 00:00:00
水产,淡水鱼,黄鳝,30.0,30.0,30.0,50g-100g,,斤,2022-08-26 00:00:00
